id,x,y,z,yaw,pitch,roll
76,1703.25,994.946,0,-2.12229,-0.0107081,-0.0115287
77,1702.96,994.489,0,-2.11938,-0.0124896,-0.0105711
78,1702.74,994.171,0,-2.11829,-0.0163536,-0.0121742
79,1702.57,993.948,0,-2.11687,-0.0170686,-0.0132491
80,1702.51,993.824,0,-2.11835,-0.016198,-0.011204
81,1702.32,993.471,0,-2.11654,-0.0180845,-0.0127087
82,1702.12,993.144,0,-2.11591,-0.0178112,-0.0131756
83,1701.95,992.883,0,-2.117,-0.0182416,-0.0119746
84,1701.81,992.66,0,-2.11594,-0.0164719,-0.0121573
85,1701.67,992.382,0,-2.11755,-0.0159583,-0.00908819
86,1701.48,992.132,0,-2.11856,-0.0152931,-0.0137915
87,1701.33,991.911,0,-2.11988,-0.0128835,-0.013149
88,1701.23,991.741,0,-2.11892,-0.00775554,-0.0105643
89,1701.1,991.504,0,-2.12073,-0.00897826,-0.00768713
90,1700.85,991.1,0,-2.12146,-0.0104906,-0.00589555
91,1700.67,990.792,0,-2.12353,-0.0113614,-0.00311807
92,1700.53,990.57,0,-2.12548,-0.0123385,0.00128807
93,1700.4,990.386,0,-2.12687,-0.00730144,-0.00667972
94,1700.24,990.129,0,-2.12861,-0.00980571,-0.00863484
95,1700.02,989.775,0,-2.13071,-0.00846062,-0.0107418
96,1699.87,989.532,0,-2.13223,-0.0073851,-0.00362703
97,1699.63,989.175,0,-2.13501,-0.00678576,-0.00166691
98,1699.52,988.99,0,-2.13606,-0.00737563,-0.00530144
99,1699.4,988.827,0,-2.13894,-0.00861674,-0.0073779
100,1699.16,988.468,0,-2.14051,-0.00761307,-0.00478712
101,1699.08,988.332,0,-2.1439,-0.00738135,-0.00417694
102,1698.85,987.985,0,-2.14446,-0.00824822,-0.00503608
103,1698.69,987.766,0,-2.14762,-0.0106931,-0.00628434
104,1698.62,987.672,0,-2.14917,-0.0122076,-0.00612852
105,1698.4,987.313,0,-2.15233,-0.0102505,-0.00079565
106,1698.22,987.043,0,-2.15365,-0.0110085,0.000450882
107,1698.17,986.89,0,-2.15638,-0.00516775,0.0118152
108,1698.02,986.715,0,-2.15868,-0.00618273,0.0089258
109,1697.71,986.249,0,-2.15985,-0.00849174,0.0062938
110,1697.59,986.047,0,-2.16186,-0.0104596,0.0066211
111,1697.49,985.903,0,-2.16424,-0.0108174,0.00922192
112,1697.3,985.61,0,-2.16506,-0.00991869,0.00976866
113,1697.06,985.264,0,-2.16795,-0.0112988,0.0135952
114,1696.97,985.143,0,-2.16997,-0.0110278,0.014061
115,1696.85,984.972,0,-2.1723,-0.011773,0.0141663
116,1696.75,984.81,0,-2.17317,-0.0119415,0.0164927
117,1696.5,984.406,0,-2.17652,-0.0139623,0.0193594
118,1696.38,984.25,0,-2.17765,-0.0142671,0.0184079
119,1696.24,984.03,0,-2.18069,-0.0149297,0.0199068
120,1696.03,983.74,0,-2.18255,-0.0150471,0.0194714
121,1695.92,983.63,0,-2.18404,-0.0155805,0.0162915
122,1695.68,983.265,0,-2.18571,-0.0183014,0.0182877
123,1695.69,983.331,0,-2.18861,-0.0185225,0.0176314
124,1695.55,983.159,0,-2.18959,-0.0198981,0.0156483
125,1695.31,982.841,0,-2.19123,-0.0205141,0.014323
126,1695.22,982.753,0,-2.19289,-0.0202251,0.0154879
127,1695.02,982.477,0,-2.19148,-0.0200722,0.00429047
128,1694.84,982.231,0,-2.1931,-0.0198257,0.0076808
129,1694.78,982.177,0,-2.19501,-0.020082,0.00963089
130,1694.63,981.964,0,-2.19718,-0.0220466,0.0131221
131,1694.5,981.797,0,-2.19737,-0.0217939,0.0130817
132,1694.3,981.527,0,-2.19868,-0.0183779,0.0145818
133,1694.19,981.33,0,-2.19913,-0.0181291,0.014834
134,1694.02,981.17,0,-2.20147,-0.0183829,0.0138834
135,1693.94,981.12,0,-2.20334,-0.0167104,0.0168551
136,1693.77,980.864,0,-2.20318,-0.0183332,0.0171378
137,1693.65,980.687,0,-2.20373,-0.0194031,0.0179503
138,1693.51,980.541,0,-2.20474,-0.0200064,0.0177186
139,1693.27,980.195,0,-2.20538,-0.0198095,0.0175428
140,1693.16,980.045,0,-2.20586,-0.0198593,0.0174366
141,1693.06,979.896,0,-2.20597,-0.0200698,0.0205329
142,1692.9,979.673,0,-2.2057,-0.0198468,0.0212065
143,1692.71,979.417,0,-2.20515,-0.0198518,0.0231181
144,1692.61,979.297,0,-2.20479,-0.0208854,0.0257761
145,1692.52,979.16,0,-2.20381,-0.0214104,0.0252106
146,1692.33,978.92,0,-2.20425,-0.0232746,0.0260164
147,1692.15,978.668,0,-2.20362,-0.0231813,0.0260133
148,1692,978.428,0,-2.20248,-0.0245389,0.0245883
149,1691.85,978.301,0,-2.20192,-0.0233398,0.0224166
150,1691.79,978.177,0,-2.20066,-0.0236284,0.02327
151,1691.65,977.969,0,-2.19949,-0.0235176,0.0285289
152,1691.63,977.937,0,-2.19765,-0.0238107,0.0286012
153,1691.35,977.534,0,-2.19639,-0.0247202,0.0291614
154,1691.2,977.314,0,-2.19566,-0.0263289,0.0316235
155,1690.95,976.991,0,-2.19409,-0.0270522,0.0298481
156,1690.91,976.929,0,-2.19304,-0.0240596,0.0316071
157,1690.78,976.695,0,-2.1908,-0.0201139,0.0353741
158,1690.78,976.654,0,-2.18944,-0.0206872,0.0380452
159,1690.58,976.409,0,-2.18755,-0.0194104,0.038201
160,1690.4,976.154,0,-2.18591,-0.0179922,0.0345227
161,1690.3,976.06,0,-2.18424,-0.0190883,0.0310194
162,1690.06,975.805,0,-2.1816,-0.0168653,0.0179402
163,1689.97,975.598,0,-2.17921,-0.0182524,0.0197635
164,1689.95,975.594,0,-2.17749,-0.0195227,0.0229369
165,1689.63,975.153,0,-2.17567,-0.0198703,0.0217822
166,1689.53,975.045,0,-2.17446,-0.0189891,0.0209581
167,1689.4,974.788,0,-2.17099,-0.0192682,0.0192554
168,1689.32,974.673,0,-2.1698,-0.0210454,0.0185847
169,1689.23,974.519,0,-2.16593,-0.0211871,0.0187647
170,1689.17,974.425,0,-2.16442,-0.0220739,0.0184459
171,1688.9,974.05,0,-2.16244,-0.0218365,0.0168826
172,1688.77,973.87,0,-2.16109,-0.0216925,0.0174303
173,1688.67,973.685,0,-2.15792,-0.0207404,0.0177996
174,1688.42,973.354,0,-2.15866,-0.0218908,0.0145325
175,1688.15,973.137,0,-2.15634,-0.0185818,-0.00725813
176,1688.09,973.044,0,-2.15508,-0.0191426,-0.00445288
177,1687.91,972.368,0,-2.16586,-0.0245361,-0.00424825
178,1687.86,972.285,0,-2.16399,-0.0249573,-0.0040566
179,1687.66,972.006,0,-2.16381,-0.0261018,-0.00418689
180,1687.6,971.859,0,-2.16271,-0.0275397,-0.00407528
181,1687.42,971.615,0,-2.16028,-0.0267006,-0.00618837
182,1687.34,971.452,0,-2.15952,-0.0271319,-0.00805866
183,1687.14,971.199,0,-2.15793,-0.0268629,-0.00846601
184,1687.07,971.032,0,-2.1568,-0.0294556,-0.00776225
185,1686.92,970.812,0,-2.15614,-0.0391482,-0.00605819
186,1686.84,970.687,0,-2.15463,-0.0381988,-0.00608636
187,1686.65,970.492,0,-2.15348,-0.0333348,-0.0102147
188,1686.61,970.376,0,-2.15114,-0.0268742,-0.0101714
189,1686.41,970.13,0,-2.15056,-0.0274928,-0.010426
190,1686.33,969.985,0,-2.14899,-0.0295977,-0.0099223
191,1686.2,969.791,0,-2.14732,-0.0290452,-0.00969329
192,1686.1,969.654,0,-2.14708,-0.0274316,-0.00938401
193,1686.05,969.52,0,-2.14386,-0.0272092,-0.00918965
194,1685.9,969.266,0,-2.14398,-0.0282413,-0.00918837
195,1685.81,969.113,0,-2.14229,-0.0274598,-0.00923547
196,1685.67,968.955,0,-2.14128,-0.0273626,-0.00908397
197,1685.58,968.786,0,-2.1396,-0.0271107,-0.00918572
198,1685.43,968.597,0,-2.13943,-0.0283096,-0.00979046
199,1685.34,968.437,0,-2.13831,-0.0272259,-0.00835478
200,1685.21,968.244,0,-2.13787,-0.0272504,-0.00918575
201,1685.12,968.081,0,-2.13601,-0.0274171,-0.00837187
202,1684.96,967.879,0,-2.13597,-0.0278025,-0.0082786
203,1684.87,967.716,0,-2.13391,-0.0281062,-0.00996614
204,1684.76,967.57,0,-2.13307,-0.0289171,-0.0099156
205,1684.68,967.413,0,-2.13063,-0.0276949,-0.00934393
206,1684.56,967.237,0,-2.13072,-0.0286536,-0.00977648
207,1684.44,967.055,0,-2.1285,-0.028009,-0.0112394
208,1684.34,966.9,0,-2.12675,-0.0278473,-0.012195
209,1684.24,966.738,0,-2.12482,-0.0279466,-0.0139098
210,1684.13,966.548,0,-2.12341,-0.0289645,-0.0145206
211,1683.98,966.365,0,-2.12266,-0.0296757,-0.0138536
212,1683.92,966.204,0,-2.12105,-0.0300121,-0.0131166
213,1683.74,965.966,0,-2.11988,-0.0362379,-0.0138338
214,1683.68,965.81,0,-2.11866,-0.0368789,-0.0151428
215,1683.52,965.627,0,-2.11691,-0.0368551,-0.0162213
216,1683.46,965.467,0,-2.11568,-0.0373708,-0.015537
217,1683.25,965.194,0,-2.11603,-0.039742,-0.0171599
218,1683.19,965.07,0,-2.11455,-0.0386248,-0.0186593
219,1683.04,964.85,0,-2.11327,-0.0401393,-0.017869
220,1682.95,964.703,0,-2.11133,-0.0383819,-0.0209173
221,1682.83,964.492,0,-2.10935,-0.0388569,-0.0209384
222,1682.67,964.232,0,-2.10942,-0.0386152,-0.0207042
223,1682.56,964.063,0,-2.10813,-0.0400632,-0.0203933
224,1682.46,963.882,0,-2.10774,-0.0385947,-0.0222024
225,1682.32,963.653,0,-2.10711,-0.0373738,-0.0207046
226,1682.27,963.516,0,-2.10578,-0.0257147,-0.017835
227,1682.16,963.3,0,-2.10419,-0.0239885,-0.0142335
228,1682,963.1,0,-2.10396,-0.0224336,-0.0170981
229,1681.85,962.873,0,-2.10424,-0.0218672,-0.0165526
230,1681.74,962.638,0,-2.10367,-0.0227485,-0.0149342
231,1681.57,962.402,0,-2.1041,-0.0233096,-0.0143092
232,1681.44,962.182,0,-2.10435,-0.0233446,-0.0145699
233,1681.3,961.934,0,-2.10309,-0.0239575,-0.0156551
234,1681.16,961.723,0,-2.10323,-0.0231534,-0.0156402
235,1681,961.437,0,-2.10242,-0.0238588,-0.0151393
236,1680.89,961.243,0,-2.10162,-0.0217971,-0.0146157
237,1680.73,961.008,0,-2.10181,-0.0231893,-0.0144614
238,1680.61,960.772,0,-2.10247,-0.0233591,-0.012681
239,1680.46,960.537,0,-2.10213,-0.0219513,-0.0125438
240,1680.28,960.296,0,-2.1033,-0.0211523,-0.0132654
241,1680.14,960.041,0,-2.10267,-0.0210753,-0.0144443
242,1679.99,959.767,0,-2.10337,-0.0213538,-0.0160743
243,1679.81,959.475,0,-2.10472,-0.0210278,-0.0170158
244,1679.72,959.247,0,-2.10465,-0.0183814,-0.0185859
245,1679.53,958.966,0,-2.10678,-0.016918,-0.0159939
246,1679.38,958.766,0,-2.10792,-0.0070026,-0.0251655
247,1679.27,958.579,0,-2.10744,-0.00256151,-0.0237571
248,1679.08,958.276,0,-2.1082,-0.00740047,-0.0240989
249,1678.96,958.067,0,-2.10794,-0.00690879,-0.0251338
250,1678.81,957.8,0,-2.10895,-0.0104837,-0.0227272
251,1678.69,957.61,0,-2.11036,-0.0127767,-0.0206838
252,1678.5,957.426,0,-2.11184,-0.0213082,-0.0232857
253,1678.39,957.199,0,-2.11321,-0.0224995,-0.0210752
254,1678.25,957.019,0,-2.11316,-0.0241646,-0.0267226
255,1678.09,956.63,0,-2.11354,-0.0352958,-0.0109691
256,1677.87,956.407,0,-2.11489,-0.0352828,-0.0116089
257,1677.77,956.178,0,-2.11669,-0.0356476,-0.0112769
258,1677.66,955.973,0,-2.11759,-0.0360774,-0.0137682
259,1677.53,955.705,0,-2.12045,-0.0347419,-0.0161369
260,1677.36,955.449,0,-2.12036,-0.0295784,-0.014272
261,1677.21,955.208,0,-2.12112,-0.0262895,-0.0104849
262,1677.11,954.984,0,-2.12065,-0.0260728,-0.00932477
263,1676.92,954.704,0,-2.12057,-0.0279624,-0.010767
264,1676.74,954.475,0,-2.12175,-0.0309993,-0.0095272
265,1676.57,954.312,0,-2.12255,-0.0303776,-0.0117523
266,1676.46,954.046,0,-2.12174,-0.0296947,-0.0106635
267,1676.31,953.811,0,-2.12249,-0.0279179,-0.0143829
268,1676.15,953.589,0,-2.12261,-0.0303938,-0.016806
269,1675.98,953.339,0,-2.12335,-0.0333858,-0.0157883
270,1675.87,953.126,0,-2.12403,-0.032646,-0.016006
271,1675.74,952.937,0,-2.12489,-0.032811,-0.0147185
272,1675.58,952.676,0,-2.12395,-0.0354938,-0.011324
273,1675.44,952.463,0,-2.12327,-0.0335849,-0.0129368
274,1675.25,952.187,0,-2.12324,-0.0340354,-0.00985644
275,1675.15,952.019,0,-2.12443,-0.0272096,0.00110128
276,1674.98,951.769,0,-2.12389,-0.0289471,0.00126108
277,1674.84,951.48,0,-2.12246,-0.0298147,0.00173459
278,1674.73,951.36,0,-2.12112,-0.029403,0.00172735
279,1674.55,951.053,0,-2.11872,-0.0297415,0.00030189
280,1674.4,950.803,0,-2.11641,-0.0307522,0.00427807
281,1674.28,950.568,0,-2.11158,-0.0297236,0.00694691
282,1674.14,950.353,0,-2.10794,-0.0268149,0.00202727
283,1674.02,950.108,0,-2.10028,-0.0260487,0.00169837
284,1673.88,949.868,0,-2.0953,-0.0256012,0.00165007
285,1673.76,949.651,0,-2.09956,-0.0222086,-0.0017695
286,1673.61,949.44,0,-2.09358,-0.0183434,-0.00296625
287,1673.43,949.196,0,-2.08431,-0.0183513,-0.00548816
288,1673.31,948.958,0,-2.07713,-0.0190797,-0.000564577
289,1673.17,948.7,0,-2.06632,-0.0202064,-0.000712616
290,1673.04,948.452,0,-2.05893,-0.0209527,0.000656275
291,1672.94,948.258,0,-2.04691,-0.0202656,-0.000111843
292,1672.85,948.004,0,-2.03834,-0.0233364,0.000667143
293,1672.53,947.948,0,-2.03142,-0.0210171,0.00779408
294,1672.41,947.754,0,-2.02344,-0.0193412,0.00815006
295,1672.26,947.392,0,-2.00861,-0.0339512,0.00919148
296,1672.17,947.148,0,-1.99878,-0.0344097,0.0100083
297,1672.02,946.912,0,-1.98443,-0.0258103,0.00769011
298,1671.89,946.749,0,-1.97105,-0.014909,-5.34057e-05
299,1671.76,946.425,0,-1.95369,-0.0142258,0.000847544
300,1671.63,946.214,0,-1.94377,-0.0141706,2.69157e-05
301,1671.5,945.902,0,-1.92711,-0.01468,-0.000503571
302,1671.43,945.687,0,-1.91598,-0.0154944,-0.000371032
303,1671.34,945.396,0,-1.89817,-0.0153508,-0.00134455
304,1671.26,945.2,0,-1.88703,-0.0162253,-2.91756e-05
305,1671.14,944.868,0,-1.86546,-0.0165062,0.000825135
306,1671.04,944.616,0,-1.85442,-0.0238632,-0.00113282
307,1671,944.227,0,-1.83207,-0.027698,-0.000863188
308,1670.87,944.086,0,-1.82163,-0.0240488,4.51857e-05
309,1670.88,943.7,0,-1.7987,-0.0238576,0.00164321
310,1670.82,943.48,0,-1.78472,-0.0206846,0.00200713
311,1670.73,943.254,0,-1.76714,-0.020629,0.00313729
312,1670.7,943.027,0,-1.75379,-0.0205961,0.00257216
313,1670.6,942.684,0,-1.73243,-0.0149535,0.0043276
314,1670.56,942.435,0,-1.71945,-0.0157922,0.00563552
315,1670.53,942.189,0,-1.7008,-0.0137635,0.00545963
316,1670.47,941.805,0,-1.68493,-0.0212596,0.00415795
317,1670.44,941.64,0,-1.66609,-0.0166164,0.00412889
318,1670.4,941.295,0,-1.64905,-0.024028,0.000428531
319,1670.39,940.885,0,-1.62639,-0.0259776,-0.00230539
320,1670.29,940.691,0,-1.61387,-0.0256314,-0.00281484
321,1670.42,940.573,0,-1.5945,-0.0130971,0.00600047
322,1670.43,940.432,0,-1.58379,-0.0106107,0.00261329
323,1670.41,939.99,0,-1.55737,-0.00722687,0.000529229
324,1670.32,939.61,0,-1.54269,-0.0120682,-0.00231965
325,1670.4,939.472,0,-1.52363,-0.00728114,0.00101626
326,1670.4,939.134,0,-1.50847,-0.0115704,-1.21785e-05
327,1670.42,938.875,0,-1.48734,-0.013946,0.000759631
328,1670.34,938.48,0,-1.47136,-0.0230854,-0.00294879
329,1670.53,938.406,0,-1.45342,-0.0178809,0.00172773
330,1670.43,937.826,0,-1.43329,-0.027007,0.000740356
331,1670.47,937.655,0,-1.41123,-0.0170402,0.00666235
332,1670.59,937.525,0,-1.40502,-0.0167274,0.00539532
333,1670.59,937.067,0,-1.37702,-0.0180886,0.00392677
334,1670.56,936.836,0,-1.36514,-0.0140084,0.00268191
335,1670.7,936.672,0,-1.34517,-0.00128553,0.00635553
336,1670.88,936.65,0,-1.33985,0.00191372,0.00848288
337,1670.95,936.299,0,-1.31599,-0.000556439,0.0112943
338,1670.99,936.023,0,-1.302,-0.00123042,0.00849748
339,1671.19,935.956,0,-1.28283,-0.00241056,0.0110647
340,1671.04,935.334,0,-1.26227,-0.00848355,0.0121579
341,1671.28,935.265,0,-1.24843,-0.00519895,0.0132738
342,1671.34,935.021,0,-1.23789,-0.0051351,0.0138661
343,1671.47,934.81,0,-1.21693,-0.00537419,0.0169237
344,1671.53,934.535,0,-1.20492,-0.008113,0.0193544
345,1671.62,934.256,0,-1.18294,-0.0166401,0.0217317
346,1671.55,933.7,0,-1.16382,-0.0272125,0.0142996
347,1671.71,933.567,0,-1.14883,-0.0261862,0.0135894
348,1671.82,933.217,0,-1.13372,-0.0264308,0.0119789
349,1672,933.104,0,-1.11842,-0.0278162,0.00912602
350,1672.1,932.882,0,-1.10659,-0.0284156,0.00872595
351,1672.25,932.715,0,-1.09203,-0.0279544,0.00726764
352,1672.41,932.482,0,-1.07457,-0.028339,0.0078566
353,1672.47,932.124,0,-1.05342,-0.0293716,0.00696637
354,1672.65,931.954,0,-1.04428,-0.0292103,0.00831932
355,1672.73,931.449,0,-1.01454,-0.0272892,0.0062372
356,1672.91,931.269,0,-1.00278,-0.0184237,0.0111258
357,1673.16,931.337,0,-0.992249,-0.0104146,0.0141964
358,1673.38,931.171,0,-0.980464,-0.0108604,0.0148964
359,1673.47,930.994,0,-0.962704,-0.00802497,0.00381891
360,1673.39,930.271,0,-0.942552,-0.0138366,-0.00472487
361,1673.63,930.098,0,-0.927341,-0.0129995,-0.00414018
362,1673.77,929.856,0,-0.915794,-0.0133471,-0.00138027
363,1674.04,929.595,0,-0.898841,-0.014486,-0.00648226
364,1674.2,929.431,0,-0.886753,-0.0144199,-0.00405541
365,1674.33,929.255,0,-0.873316,-0.0147216,-0.00266484
366,1674.54,929.208,0,-0.870951,-0.0150199,-0.0013705
367,1674.7,928.764,0,-0.846347,-0.0176751,-0.00125069
368,1674.95,928.59,0,-0.839042,-0.0174528,-0.000571571
369,1675.12,928.374,0,-0.825621,-0.0184182,-0.000956714
370,1675.25,928.171,0,-0.821321,-0.0180276,-0.000531419
371,1675.52,927.96,0,-0.805911,-0.0195721,-0.00197896
372,1675.63,927.681,0,-0.800064,-0.0225424,-0.00839349
373,1675.9,927.486,0,-0.786668,-0.0247524,-0.0108228
374,1676.05,927.22,0,-0.779747,-0.0268179,-0.0140115
375,1676.21,927.07,0,-0.770223,-0.026634,-0.0150712
376,1676.47,926.863,0,-0.764693,-0.0261505,-0.0150401
377,1676.71,926.656,0,-0.755162,-0.0261336,-0.0148621
378,1676.82,926.555,0,-0.752413,-0.0212763,-0.0158082
379,1677.1,926.327,0,-0.741032,-0.0115129,-0.0223808
380,1677.29,926.1,0,-0.735523,-0.0130033,-0.0245749
381,1677.49,925.881,0,-0.726704,-0.0133993,-0.0233312
382,1677.7,925.689,0,-0.723107,-0.0130672,-0.0218254
383,1678.02,925.455,0,-0.714518,-0.0139419,-0.023412
384,1678.15,925.337,0,-0.712291,-0.0138299,-0.0236511
385,1678.4,925.085,0,-0.701246,-0.0164416,-0.0270201
386,1678.58,924.925,0,-0.701766,-0.0156163,-0.0252873
387,1678.89,924.708,0,-0.694214,-0.0142022,-0.0230867
388,1679.13,924.544,0,-0.689017,-0.0110664,-0.0203725
389,1679.41,924.344,0,-0.684793,-0.010797,-0.0200453
